absolution;absolution;sb
absolutisar;absolutisar;vb
absolutisation;absolutisation;sb
absolutismo;absolutismo;sb
absolutista;absolutista;adj
absolutista;absolutista;sb
absolutistic;absolutīstic;adj
absolutitate;absolutitate;sb
absolutor;absolutor;sb
absolutori;absolutori;adj
absolver;absolver;vb
absorbente;absorbente;adj
absorbente;absorbente;sb
absorbentia;absorbentia;sb
absorber;absorber;vb
absorbibile;absorbībile;adj
absorbibilitate;absorbibilitate;sb
absorption;absorption;sb
absorptive;absorptive;adj
absorptivitate;absorptivitate;sb
abstemie;abstemie;adj
abstemio;abstemio;sb
abstention;abstention;sb
abstentionismo;abstentionismo;sb
abstentionista;abstentionista;adj
abstentionista;abstentionista;sb
abstergente;abstergente;adj
abstergente;abstergente;sb
absterger;absterger;vb
abstersion;abstersion;sb
abstersive;abstersive;adj
abstersivo;abstersivo;sb
abstinente;abstinente;adj
abstinentia;abstinentia;sb
abstiner;abstiner;vb
abstracte;abstracte;sb
abstraction;abstraction;sb
abstractismo;abstractismo;sb
abstractista;abstractista;sb
abstractive;abstractive;adj
abstraher;abstraher;vb
abstruder;abstruder;vb
abstruse;abstruse;adj
abstrusitate;abstrusitate;sb
absurde;absurde;adj
absurditate;absurditate;sb
absurdo;absurdo;sb
abuccamento;abuccamento;sb
abuccar;abuccar;vb
abulia;abulīa;sb
abulic;abūlic;adj
abulico;abūlico;sb
abundante;abundante;adj
abundantia;abundantia;sb
abundantista;abundantista;sb
abundar;abundar;vb
abusar;abusar;vb
abusator;abusator;sb
abusive;abusive;adj
abuso;abuso;sb
abysmal;abysmal;adj
abysmo;abysmo;sb
abyssal;abyssal;adj
abyssin;abyssin;adj
Abyssinia;Abyssinia;sb npr
abyssino;abyssino;sb
abysso;abysso;sb
acacia;acacia;sb
academia;academīa;sb
academic;acadēmic;adj
academico;acadēmico;sb
academismo;academismo;sb
acaju;acajū;sb
acalculia;acalculia;sb
acalephe;acalephe;sb
acantha;acantha;sb
acanthaceas;acanthāceas;sb pl
acanthacee;acanthacee;adj
acanthisflammee;acānthisflammee;sb
acantho;acantho;sb
acanthocarpe;acanthocarpe;adj
acanthocephale;acanthocēphale;adj
acanthocephalo;acanthocēphalo;sb
acanthocyto;acanthocyto;sb
acanthopanax;acanthōpanax;sb
acanthophore;acanthophore;adj
acanthopterygios;acanthopterȳgios;sb pl
acaricida;acaricīda;sb
acaro;ācaro;sb
acarophobia;acarophobīa;sb
acarose;acarose;adj
acarpe;acarpe;adj
acatalectic;acatalēctic;adj
acatalepsia;acatalepsīa;sb
acataleptic;acatalēptic;adj
acaule;acāule;adj
accalmia;accalmīa;sb
accaparamento;accaparamento;sb
accaparar;accaparar;vb
accaparator;accaparator;sb
accastellage;accastellaje;sb
accastellamento;accastellamento;sb
accastellar;accastellar;vb
acceder;acceder;vb
accelerando;accelerando;adv
accelerar;accelerar;vb
accelerate;accelerate;adj
acceleration;acceleration;sb
accelerative;accelerative;adj
accelerator;accelerator;adj
accelerator;accelerator;sb
accelerogramma;accelerogramma;sb
accelerographo;accelerōgrapho;sb
accelerometro;accelerōmetro;sb
accendalia;accendalia;sb
accendecigarro;accendecigarro;sb
accendegas;accendegās;sb
accender;accender;vb
accendibile;accendībile;adj
accendimento;accendimento;sb
accenditor;accenditor;sb
accenditori;accenditori;adj
accensibile;accensībile;adj
accensibilitate;accensibilitate;sb
accento;accento;sb
accentual;accentual;adj
accentuar;accentuar;vb
accentuate;accentuate;adj
accentuation;accentuation;sb
acceptabile;acceptābile;adj
acceptabilitate;acceptabilitate;sb
acceptar;acceptar;vb
acceptate;acceptate;adj
acceptation;acceptation;sb
acception;acception;sb
acceptor;acceptor;sb
accessibile;accessībile;adj
accessibilitate;accessibilitate;sb
accession;accession;sb
accesso;accesso;sb
accessori;accessori;adj
accessorio;accessorio;sb
acciaccatura;acciaccatura;sb
accidental;accidental;adj
accidentate;accidentate;adj
accidente;accidente;sb
accider;accider;vb
accisia;accisia;sb
acclamar;acclamar;vb
acclamation;acclamation;sb
acclamator;acclamator;sb
acclamatori;acclamatori;adj
acclimatabile;acclimatābile;adj
acclimatar;acclimatar;vb
acclimatation;acclimatation;sb
accollada;accollada;sb
accollar;accollar;vb
accommodabile;accommodābile;adj
accommodamento;accommodamento;sb
accommodante;accommodante;adj
accommodar;accommodar;vb
accommodation;accommodation;sb
accommodator;accommodator;sb
accommodatori;accommodatori;adj
accompaniabile;accompaniābile;adj
accompaniamento;accompaniamento;sb
accompaniar;accompaniar;vb
accompaniator;accompaniator;sb
accopulamento;accopulamento;sb
accopular;accopular;vb
accordabile;accordābile;adj
accordante;accordante;adj
accordar;accordar;vb
accordator;accordator;sb
accordatorio;accordatorio;sb
accordatura;accordatura;sb
accordion;accordion;sb
accordionista;accordionista;sb
accordo;accordo;sb
accostabile;accostābile;adj
accostamento;accostamento;sb
accostar;accostar;vb
accostumabile;accostumābile;adj
accostumar;accostumar;vb
accostumate;accostumate;adj
accreditar;accreditar;vb
accrescer;accrescer;vb
accrescimento;accrescimento;sb
accretion;accretion;sb
accular;accular;vb
acculturar;acculturar;vb
acculturation;acculturation;sb
accumulabile;accumulābile;adj
accumulamento;accumulamento;sb
accumular;accumular;vb
accumulation;accumulation;sb
accumulative;accumulative;adj
accumulator;accumulator;sb
accurate;accurate;adj
accuratessa;accuratessa;sb
accurrer;accurrer;vb
accurtamento;accurtamento;sb
accurtar;accurtar;vb
accurtation;accurtation;sb
accusabile;accusābile;adj
accusabilitate;accusabilitate;sb
accusamento;accusamento;sb
accusar;accusar;vb
accusation;accusation;sb
accusative;accusative;adj
accusativo;accusativo;sb
accusato;accusato;sb
accusator;accusator;sb
accusatori;accusatori;adj
acellular;acellular;adj
acephale;acephale;adj
acephalia;acephalīa;sb
acephalos;acēphalos;sb pl
aceraceas;acerāceas;sb pl
aceras;āceras;sb
acerbar;acerbar;vb
acerbe;acerbe;adj
acerbitate;acerbitate;sb
acere;ācere;sb
acereto;acereto;sb
acescente;acescente;adj
acescentia;acescentia;sb
acetabulo;acetabulo;sb
acetaldehyde;acetaldehyde;sb
acetamido;acetamido;sb
acetato;acetato;sb
acetic;acētic;adj
acetificar;acetificar;vb
acetification;acetification;sb
acetificator;acetificator;sb
acetimetro;acetīmetro;sb
aceto;aceto;sb
acetona;acetona;sb
acetonemia;acetonemīa;sb
acetonemic;acetonēmic;adj
acetonic;acetōnic;adj
acetonuria;acetonuria;sb
acetose;acetose;adj
acetositate;acetositate;sb
acetyl;acetyl;sb
acetylcholina;acetylcholina;sb
acetylen;acetylen;sb
acetylenic;acetylēnic;adj
acetylsalicylic;acetylsalicȳlic;adj
achene;achēne;sb
Acheronte;Acheronte;sb npr
achillea;achillēa;sb
Achilles;Achīlles;sb npr
achondroplasia;achondroplasīa;sb
achromasia;achromasia;sb
achromate;achromate;adj
achromatic;achromātic;adj
achromatina;achromatina;sb
achromatisar;achromatisar;vb
achromatisation;achromatisation;sb
achromatismo;achromatismo;sb
achromatope;achromātope;adj
achromatopsia;achromatopsīa;sb
achylia;achylīa;sb
achyranthes;achyrānthes;sb
acicula;acicula;sb
acicular;acicular;adj
acide;acide;adj
acidemia;acidemia;sb
acidifere;acidīfere;adj
acidificabile;acidificābile;adj
acidificante;acidificante;adj
acidificante;acidificante;sb
acidificar;acidificar;vb
acidification;acidification;sb
acidimetria;acidimetrīa;sb
acidimetro;acidīmetro;sb
aciditate;aciditate;sb
acido;ācido;sb
acidogene;acidogene;adj
acidolyse;acidōlyse;sb
acidolysis;acidōlysis;sb
acidophile;acidōphile;adj
acidoresistente;acidoresistente;adj
acidoresistentia;acidoresistentia;sb
acidoribonucleic;acidoribonuclēic;adj
acidose;acidose;sb
acidosis;acidōsis;sb
acidulante;acidulante;adj
acidular;acidular;vb
acidulation;acidulation;sb
acidule;acīdule;adj
aciduria;aciduria;sb
acierage;acieraje;sb
acierar;acierar;vb
acieration;acieration;sb
acieria;acierīa;sb
aciero;aciero;sb
aciforme;aciforme;adj
aciniforme;aciniforme;adj
acino;ācino;sb
acinose;acinose;adj
aclinic;aclīnic;adj
acme;acmē;sb
acne;acnē;sb
acneic;acnēic;adj
acneiforme;acneiforme;adj
aco;aco;sb
acoasma;acoasma;sb
acologia;acologīa;sb
acologic;acolōgic;adj
acolytho;acōlytho;sb
acolyto;acōlyto;sb
aconfessional;aconfessional;adj
aconfessionalitate;aconfessionalitate;sb
aconitina;aconitina;sb
aconito;acōnito;sb
acordonar;acordonar;vb
acoro;ācoro;sb
acotyledone;acotyledone;adj
acquesto;acquesto;sb
acquiescente;acquiescente;adj
acquiescentia;acquiescentia;sb
acquiescer;acquiescer;vb
acquirer;acquirer;vb
acquiribile;acquirībile;adj
acquiritor;acquiritor;sb
acquisition;acquisition;sb
acquisitive;acquisitive;adj
acquisitor;acquisitor;sb
acrania;acrania;sb
acre;acre;adj
acre;acre;sb
acribometro;acribōmetro;sb
acridina;acridina;sb
acridio;acridio;sb
acridulce;acridulce;adj
acriflavina;acriflavina;sb
acrimonia;acrimonia;sb
acrimoniose;acrimoniose;adj
acritate;acritate;sb
acritic;acrītic;adj
acrobata;acrōbata;sb
acrobatia;acrobatīa;sb
acrobatic;acrobātic;adj
acrobatismo;acrobatismo;sb
acrocarpe;acrocarpe;adj
acrocentric;acrocēntric;adj
acrocephale;acrocēphale;adj
acrocephalia;acrocephalīa;sb
acrocephalo;acrocēphalo;sb
acrocuanosis;acrocuanōsis;sb
acrocyanose;acrocyanose;sb
acroleina;acroleina;sb
acrolitho;acrōlitho;sb
acromegalia;acromegalīa;sb
acromegalic;acromegālic;adj
acromial;acromial;adj
acromio;acromio;sb
acronymo;acrōnymo;sb
acropathia;acropathīa;sb
acropathologia;acropathologīa;sb
acropetale;acropetale;adj
acropete;acropete;adj
acrophobia;acrophobīa;sb
acropole;acrōpole;sb
acrosepale;acrosepale;adj
acrosoma;acrosoma;sb
acrostichio;acrostichio;sb
acroterio;acroterio;sb
acryl;acryl;sb
acrylato;acrylato;sb
acrylic;acrȳlic;adj
actea;actēa;sb
actina;actina;sb
actinia;actinia;sb
actinic;actīnic;adj
actinicitate;actinicitate;sb
actinismo;actinismo;sb
actinitis;actinītis;sb
actinium;actīnium;sb
actinogramma;actinogramma;sb
actinographia;actinographīa;sb
actinographic;actinogrāphic;adj
actinologia;actinologīa;sb
actinologic;actinolōgic;adj
actinometria;actinometrīa;sb
actinometric;actinomētric;adj
actinometro;actinōmetro;sb
actinomorphe;actinomorphe;adj
actinomorphia;actinomorphīa;sb
actinomycetina;actinomycetina;sb
actinomyceto;actinomyceto;sb
actinomycina;actinomycina;sb
actinomycose;actinomycose;sb
actinomycosic;actinomycōsic;adj
actinomycosis;actinomycōsis;sb
actinotherapia;actinotherapīa;sb
action;action;sb
actionabile;actionābile;adj
actionamento;actionamento;sb
actionar;actionar;vb
actionari;actionari;adj
actionariato;actionariato;sb
actionero;actionero;sb
actionista;actionista;sb
activar;activar;vb
activation;activation;sb
activator;activator;sb
active;active;adj
activismo;activismo;sb
activista;activista;sb
activistic;activīstic;adj
activitate;activitate;sb
activo;activo;sb
acto;acto;sb
actomyosina;actomyosina;sb
actor;actor;sb
actrice;actrice;sb
actuabile;actuābile;adj
actual;actual;adj
actualisar;actualisar;vb
actualisation;actualisation;sb
actualismo;actualismo;sb
actualista;actualista;adj
actualista;actualista;sb
actualitate;actualitate;sb
actualmente;actualmente;adv
actuar;actuar;vb
actuarial;actuarial;adj
actuariato;actuariato;sb
actuario;actuario;sb
actuation;actuation;sb
acuitate;acuitate;sb
aculeate;aculeate;adj
aculeiforme;aculeiforme;adj
aculeo;aculeo;sb
acumetria;acumetrīa;sb
acumetric;acumētric;adj
acumetro;acūmetro;sb
acuminar;acuminar;vb
acuminate;acuminate;adj
acumine;acūmine;sb
acupressura;acupressura;sb
acupunctura;acupunctura;sb
acupuncturar;acupuncturar;vb
acupuncturista;acupuncturista;sb
acustic;acūstic;adj
acustica;acūstica;sb
acustoelectric;acustoelēctric;adj
acutangular;acutangular;adj
acutangule;acutāngule;adj
acute;acute;adj
acutessa;acutessa;sb
acutiamento;acutiamento;sb
acutiar;acutiar;vb
acutiator;acutiator;sb
acuticaude;acuticaude;adj
acutidentate;acutidentate;adj
acutiflor;acutiflor;adj
acutifoliate;acutifoliate;adj
acutifolie;acutifolie;adj
acutipetale;acutipetale;adj
acutisepale;acutisepale;adj
acutiserrate;acutiserrate;adj
acyclic;acȳclic;adj
ad;ad;prep
ad hoc;ad hoc;adj
ad hominem;ad hōminem;
ad lib.;ad lib.;adv
ad libitum;ad lībitum;adv
ad patres;ad pātres;
ad rem;ad rem;
ad valorem;ad valōrem;
adactyle;adāctyle;adj
adagio;adagio;sb
adalina;adalina;sb
Adam;Adam;sb npr
adamante;adamante;adj
adamantin;adamantin;adj
adamic;adāmic;adj
adamismo;adamismo;sb
adamitas;adamītas;sb pl
adaptabile;adaptābile;adj
adaptabilitate;adaptabilitate;sb
adaptar;adaptar;vb
adaptation;adaptation;sb
adaptator;adaptator;sb
adaptive;adaptive;adj
adaptometria;adaptometrīa;sb
addax;āddax;sb
addenda;addenda;sb
addendum;addēndum;sb
adder;adder;vb
addition;addition;sb
additional;additional;adj
additionar;additionar;vb
additionator;additionator;sb
additive;additive;adj
additivitate;additivitate;sb
additivo;additivo;sb
addormir;addormir;vb
addormite;addormite;adj
adducer;adducer;vb
adducibile;adducībile;adj
adduction;adduction;sb
adductor;adductor;adj
adductor;adductor;sb
adelphogamia;adelphogamīa;sb
aden;aden;sb
adenalgia;adenalgīa;sb
adeniforme;adeniforme;adj
adenina;adenina;sb
adenitis;adenītis;sb
adenocarcinoma;adenocarcinoma;sb
adenofibroma;adenofibroma;sb
adenographia;adenographīa;sb
adenoide;adenōide;adj
adenoides;adenōides;sb pl
adenologia;adenologīa;sb
adenoma;adenoma;sb
adenomatose;adenomatose;adj
adenopathia;adenopathīa;sb
adenose;adenose;adj
adenosina;adenosina;sb
adenovirus;adenovīrus;sb
adeo;adēo;interj
adeo;adēo;sb
adepto;adepto;sb
adequabile;adequābile;adj
adequar;adequar;vb
adequate;adequate;adj
adequation;adequation;sb
adermina;adermina;sb
adherente;adherente;adj
adherente;adherente;sb
adherentia;adherentia;sb
adherer;adherer;vb
adhesion;adhesion;sb
adhesive;adhesive;adj
adhesivitate;adhesivitate;sb
adhesivo;adhesivo;sb
adiabatic;adiabātic;adj
adianto;adianto;sb
adieu;adiēū;interj 
adieu;adiēū;sb
adipe;ādipe;sb
adipocera;adipocera;sb
adipocyto;adipocyto;sb
adipolyse;adipōlyse;sb
adipolysis;adipōlysis;sb
adipopexia;adipopexīa;sb
adipose;adipose;adj
adiposis;adipōsis;sb
adipositate;adipositate;sb
adir;adir;vb
adition;adition;sb
adito;ādito;sb
adjacente;adjacente;adj
adjacentia;adjacentia;sb
adjacer;adjacer;vb
adjectival;adjectival;adj
adjectivar;adjectivar;vb
adjective;adjective;adj
adjectivo;adjectivo;sb
adjudicar;adjudicar;vb
adjudicatario;adjudicatario;sb
adjudication;adjudication;sb
adjudicative;adjudicative;adj
adjudicator;adjudicator;sb
adjuncte;adjuncte;adj
adjunction;adjunction;sb
adjunctive;adjunctive;adj
adjuncto;adjuncto;sb
adjunger;adjunger;vb
adjurar;adjurar;vb
adjuration;adjuration;sb
adjustabile;adjustābile;adj
adjustabilitate;adjustabilitate;sb
adjustage;adjustaje;sb
adjustamento;adjustamento;sb
adjustar;adjustar;vb
adjustator;adjustator;sb
adjuta;adjuta;sb
adjutacocinero;adjutacocinero;sb
adjutacontabile;adjutacontābile;sb
adjutante;adjutante;sb
adjutar;adjutar;vb
adjutor;adjutor;sb
adjuvante;adjuvante;adj
adjuvar;adjuvar;vb
administrabile;administrābile;adj
administrar;administrar;vb
administration;administration;sb
administrative;administrative;adj
administrator;administrator;sb
admirabile;admirābile;adj
admiral;admiral;sb
admiralato;admiralato;sb
admiralitate;admiralitate;sb
admirar;admirar;vb
admiration;admiration;sb
admirative;admirative;adj
admirator;admirator;sb
admiscer;admiscer;vb
admissibile;admissībile;adj
admissibilitate;admissibilitate;sb
admission;admission;sb
admitter;admitter;vb
admixtion;admixtion;sb
admoner;admoner;vb
admonestar;admonestar;vb
admonestation;admonestation;sb
admonition;admonition;sb
admonitor;admonitor;sb
admonitori;admonitori;adj
ADN;ADN;sb
adobe;adobe;sb
adoculamento;adoculamento;sb
adocular;adocular;vb
adolescente;adolescente;adj
adolescente;adolescente;sb
adolescentia;adolescentia;sb
adolescential;adolescential;adj
adolescer;adolescer;vb
adonic;adōnic;adj
adonico;adōnico;sb
adonie;adonie;adj
adonio;adonio;sb
adonis;adōnis;sb
Adonis;Adōnis;sb npr
adoptabile;adoptābile;adj
adoptabilitate;adoptabilitate;sb
adoptar;adoptar;vb
adoptator;adoptator;sb
adoption;adoption;sb
adoptive;adoptive;adj
adorabile;adorābile;adj
adorabilitate;adorabilitate;sb
adorar;adorar;vb
adoration;adoration;sb
adorator;adorator;sb
adoratrice;adoratrice;sb
adornabile;adornābile;adj
adornamento;adornamento;sb
adornar;adornar;vb
adornate;adornate;adj
adornator;adornator;sb
adorsar;adorsar;vb
adoxa;adoxa;sb
adrenal;adrenal;adj
adrenalina;adrenalina;sb
adrenalinic;adrenalīnic;adj
adrenochromo;adrenochromo;sb
adrenocortical;adrenocortical;adj
adrenogenital;adrenogenital;adj
adrenolytic;adrenolȳtic;adj
adrenotherapia;adrenotherapīa;sb
adrenotoxina;adrenotoxina;sb
adressar;adressar;vb
adressario;adressario;sb
adresse;adresse;sb
adressographo;adressōgrapho;sb
Adria;Adria;sb npr
Adriano;Adriano;sb npr
Adrianopole;Adrianōpole;sb npr
adriatic;adriātic;adj
Adriatico;Adriātico;sb npr
adsorbente;adsorbente;adj
adsorbente;adsorbente;sb
adsorber;adsorber;vb
adsorption;adsorption;sb
adstrato;adstrato;sb
adulabile;adulābile;adj
adular;adular;vb
adularia;adularia;sb
adulation;adulation;sb
adulator;adulator;sb
adulatori;adulatori;adj
adulatrice;adulatrice;sb
adulciamento;adulciamento;sb
adulciar;adulciar;vb
adulte;adulte;adj
adultera;adūltera;sb
adulterar;adulterar;vb
adulteration;adulteration;sb
adulterator;adulterator;sb
adulterin;adulterin;adj
adulterio;adulterio;sb
adultero;adūltero;sb
adulterose;adulterose;adj
adulto;adulto;sb
adumbrabile;adumbrābile;adj
adumbrar;adumbrar;vb
adumbration;adumbration;sb
adurer;adurer;vb
aduste;aduste;adj
adustion;adustion;sb
advection;advection;sb
advenimento;advenimento;sb
advenir;advenir;vb
adventicie;adventicie;adj
adventismo;adventismo;sb
adventista;adventista;adj
adventista;adventista;sb
Advento;Advento;sb
adverbial;adverbial;adj
adverbio;adverbio;sb
adversar;adversar;vb
adversario;adversario;sb
adversative;adversative;adj
adverse;adverse;adj
adversitate;adversitate;sb
advertente;advertente;adj
advertentia;advertentia;sb
adverter;adverter;vb
advertimento;advertimento;sb
advertir;advertir;vb
advertitor;advertitor;sb
advocar;advocar;vb
advocateria;advocaterīa;sb
advocato;advocato;sb
advocatura;advocatura;sb
adyname;adyname;adj
adynamia;adynamīa;sb
adynamic;adynāmic;adj
aedo;aedo;sb
aerage;aeraje;sb
aerar;aerar;vb
aerate;aerate;adj
aeration;aeration;sb
aerator;aerator;sb
aere;āere;sb
aeree;aēree;adj
aerifere;aerīfere;adj
aerificar;aerificar;vb
aerification;aerification;sb
aeriforme;aeriforme;adj
aerobic;aerōbic;adj
aerobica;aerōbica;sb
aerobie;aerobie;adj
aerobio;aerobio;sb
aerobiologia;aerobiologīa;sb
aerobiose;aerobiose;sb
aerobiosis;aerobiōsis;sb
aerobus;aerobūs;sb
aeroclub;aeroclub;sb
aerodromo;aerōdromo;sb
aerodynamic;aerodynāmic;adj
aerodynamica;aerodynāmica;sb
aerodynamicitate;aerodynamicitate;sb
aerogastria;aerogastrīa;sb
aerogenerator;aerogenerator;sb
aeroglissator;aeroglissator;sb
aerogramma;aerogramma;sb
aerographia;aerographīa;sb
aerographic;aerogrāphic;adj
aerographo;aerōgrapho;sb
aerolinea;aerolinea;sb
aerolithic;aerolīthic;adj
aerolitho;aerōlitho;sb
aerologia;aerologīa;sb
aerologic;aerolōgic;adj
aerologista;aerologista;sb
aerologo;aerōlogo;sb
aeromante;aeromante;sb
aeromantia;aeromantīa;sb
aeromantic;aeromāntic;adj
aeromechanic;aeromechānic;adj
aeromechanica;aeromechānica;sb
aeromedicina;aeromedicina;sb
aerometria;aerometrīa;sb
aerometric;aeromētric;adj
aerometro;aerōmetro;sb
aeromodellismo;aeromodellismo;sb
aeromodellista;aeromodellista;sb
aeromotor;aeromotor;sb
aeronauta;aeronāūta;sb
aeronautic;aeronāūtic;adj
aeronautica;aeronāūtica;sb
aeronaval;aeronaval;adj
aeronave;aeronave;sb
aeronomia;aeronomīa;sb
aerophagia;aerophagīa;sb
aeropharo;aerōpharo;sb
aerophobe;aerōphobe;adj
aerophobia;aerophobīa;sb
aerophono;aerōphono;sb
aerophoto;aerophoto;sb
aerophotographia;aerophotographīa;sb
aerophyto;aerōphyto;sb
aeroplancton;aeroplāncton;sb
aeroplano;aeroplano;sb
aeroportate;aeroportate;adj
aeroporto;aeroporto;sb
aeroportual;aeroportual;adj
aeroportuari;aeroportuari;adj
aeroposta;aeroposta;sb
aeropostal;aeropostal;adj
aeroscopio;aeroscopio;sb
aerosol;aerosol;sb
aerospatial;aerospatial;adj
aerospatio;aerospatio;sb
aerostatic;aerostātic;adj
aerostatica;aerostātica;sb
aerostation;aerostation;sb
aerostato;aerōstato;sb
aerostylo;aerostylo;sb
aerosustentation;aerosustentation;sb
aerotaxi;aerotaxi;sb
aerotechnic;aerotēchnic;adj
aerotechnica;aerotēchnica;sb
aerotherapia;aerotherapīa;sb
aerothermic;aerothērmic;adj
aerotraino;aerotraino;sb
aerotransportar;aerotransportar;vb
aerotransportate;aerotransportate;adj
aerotransporto;aerotransporto;sb
aerotropismo;aerotropismo;sb
aerovia;aerovīa;sb
affabile;affābile;adj
affabilitate;affabilitate;sb
affaire;affaire;sb
affamar;affamar;vb
affamato;affamato;sb
affamator;affamator;sb
affectabile;affectābile;adj
affectar;affectar;vb
affectate;affectate;adj
affectation;affectation;sb
affectibile;affectībile;adj
affectibilitate;affectibilitate;sb
affection;affection;sb
affectionar;affectionar;vb
affectionate;affectionate;adj
affective;affective;adj
affectivitate;affectivitate;sb
affecto;affecto;sb
affectuose;affectuose;adj
affectuositate;affectuositate;sb
afferente;afferente;adj
afferentia;afferentia;sb
affibular;affibular;vb
afficer;afficer;vb
affiche;affiche;sb
affidavit;affidāvit;sb
affiger;affiger;vb
affilacultellos;affilacultēllos;sb
affilamento;affilamento;sb
affilar;affilar;vb
affilastilos;affilastīlos;sb
affilator;affilator;sb
affilatoria;affilatoria;sb
affiliar;affiliar;vb
affiliate;affiliate;adj
affiliation;affiliation;sb
affin;affin;adj
affinamento;affinamento;sb
affinar;affinar;vb
affinator;affinator;sb
affinitate;affinitate;sb
affirmabile;affirmābile;adj
affirmar;affirmar;vb
affirmation;affirmation;sb
affirmativa;affirmativa;sb
affirmative;affirmative;adj
affirmator;affirmator;sb
affirmatori;affirmatori;adj
affixal;affixal;adj
affixar;affixar;vb
affixo;affixo;sb
affliction;affliction;sb
afflictive;afflictive;adj
affliger;affliger;vb
affloramento;affloramento;sb
afflorar;afflorar;vb
affluente;affluente;adj
affluente;affluente;sb
affluentia;affluentia;sb
